rfq_id,product_type,underlyings,basket_type,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency,quoted_implied_vol,notional_credits,counterparty,trader_id,requested_date,executed,start_date,end_date,avg_duration_months
RFQ-022331,Death Star Phoenix Note,REBL|CLNE,worst_of,0.9601,0.5858,0,trimestral,0.1931,100000,Kamino Cloning Trust,TRD-001,2022-09-30,True,2022-10-03,2031-06-10,11.63
RFQ-022332,Death Star Phoenix Note,POBK|REBL,worst_of,0.9565,0.5534,0,1M,0.3526,100000,Corellian Capital,TRD-036,2023-06-14,True,2023-06-17,2028-09-17,8.24
RFQ-022333,Holocron Reverse Convertible,CORL,single,1.2007,0.7191,0,3M,0.2762,500000,Kamino Cloning Trust,TRD-023,2017-11-14,False,2017-11-14,2020-09-29,
RFQ-022334,Wretched Hive Digital,KYBR|JEDI,worst_of,1.3193,0.6,0,3M,0.1736,500000,Banco de Coruscant,TRD-033,2023-11-03,False,2023-11-03,2030-07-16,
RFQ-022335,Sith Eternal Snowball,NABO|JEDI|CORL,worst_of,1.0,0.6046,5,1M,0.2004,500000,Corellian Capital,TRD-010,2016-04-07,True,2016-04-11,2022-10-03,47.26
RFQ-022336,Kessel Run Snowball,SITH|HTTX,worst_of,1.0,0.5839,6,1M,0.4208,100000,Banco de Coruscant,TRD-002,2020-08-10,False,2020-08-10,2024-08-29,
RFQ-022337,Mandalorian Twin-Win,KYBR,single,1.3728,0.7675,0,2M,0.2031,500000,Alderaan Wealth Partners,TRD-014,2021-07-05,False,2021-07-05,2029-06-21,
RFQ-022338,Mandalorian Twin-Win,KYBR,single,1.2287,0.7966,0,3M,0.2356,250000,Nal Hutta Traders,TRD-018,2017-05-08,False,2017-05-08,2020-11-14,
RFQ-022339,Mandalorian Twin-Win,HTTX,single,1.2777,0.8032,0,2M,0.5427,100000,Nal Hutta Traders,TRD-032,2016-08-04,True,2016-08-09,2026-01-08,8.3
RFQ-022340,Wretched Hive Digital,SITH|REBL,worst_of,1.3895,0.6,0,trimestral,0.2444,250000,Chandrila Sovereign Fund,TRD-022,2016-01-19,False,2016-01-19,2023-09-14,
RFQ-022341,Kessel Run Snowball,WOOK|TECH,worst_of,1.0,0.601,3,6M,0.2814,500000,Nal Hutta Traders,TRD-038,2017-05-08,False,2017-05-08,2020-03-07,
RFQ-022342,Sith Eternal Snowball,DRC|NABO|REBL,worst_of,1.0,0.5957,3,6M,0.2378,100000,Corellian Capital,TRD-036,2020-02-14,False,2020-02-14,2027-03-07,
RFQ-022343,Death Star Phoenix Note,HTTX|WOOK,worst_of,1.0212,0.6312,1,3M,0.4511,250000,Nal Hutta Traders,TRD-029,2023-07-20,True,2023-07-23,2031-03-12,78.85
RFQ-022344,Sith Eternal Snowball,REBL|CORL|SITH,worst_of,1.0,0.5863,6,3M,0.2238,100000,Corellian Capital,TRD-014,2017-08-31,True,2017-08-31,2025-09-11,60.86
RFQ-022345,Holocron Reverse Convertible,CLNE,single,1.3272,0.8305,0,1Y,0.1406,500000,First Order Financial,TRD-011,2016-10-27,True,2016-11-01,2026-06-14,78.07
RFQ-022346,Death Star Phoenix Note,TECH|POBK,worst_of,1.0385,0.6721,3,1M,0.3891,100000,Nal Hutta Traders,TRD-005,2018-11-12,True,2018-11-12,2022-11-20,27.88
RFQ-022347,Wretched Hive Digital,MNDO|NABO,worst_of,1.2948,0.6,0,1Y,0.2756,500000,First Order Financial,TRD-016,2019-01-28,False,2019-01-28,2026-07-01,
RFQ-022348,Sith Eternal Snowball,POBK|NABO|REBL,worst_of,1.0,0.5868,1,3M,0.2314,1000000,Chandrila Sovereign Fund,TRD-038,2020-03-19,False,2020-03-19,2022-10-07,
RFQ-022349,Death Star Phoenix Note,SITH|CLNE,worst_of,0.9797,0.661,1,Monthly,0.209,100000,Alderaan Wealth Partners,TRD-039,2017-07-27,True,2017-07-30,2020-11-18,14.79
RFQ-022350,Death Star Phoenix Note,NABO|SITH,worst_of,1.0456,0.6401,0,3M,0.1862,100000,Jabba Asset Management,TRD-023,2024-01-26,False,2024-01-26,2027-07-04,
RFQ-022351,Death Star Phoenix Note,TECH|WOOK,worst_of,0.9688,0.6459,0,6M,0.3452,1000000,Kamino Cloning Trust,TRD-014,2020-06-04,True,2020-06-06,2023-07-13,24.29
RFQ-022352,Mandalorian Twin-Win,CLNE,single,1.285,0.7735,0,1Y,0.155,100000,Jabba Asset Management,TRD-031,2022-11-29,False,2022-11-29,2027-04-26,
RFQ-022353,Sith Eternal Snowball,BSKR|KYBR|JEDI,worst_of,1.0,0.6391,1,1M,0.2135,250000,Corellian Capital,TRD-038,2017-09-13,True,2017-09-13,2022-01-10,28.96
RFQ-022354,Sith Eternal Snowball,REBL|POBK|HTTX,worst_of,1.0,0.6126,2,1D,0.4085,500000,Alderaan Wealth Partners,TRD-001,2024-02-22,True,2024-02-22,2028-09-07,40.19
RFQ-022355,Sith Eternal Snowball,SITH|DRC|TECH,worst_of,1.0,0.5692,2,1Y,0.2823,250000,Banco de Coruscant,TRD-012,2019-05-02,True,2019-05-05,2027-04-17,61.24
RFQ-022356,Wretched Hive Digital,HTTX|SITH,worst_of,1.2011,0.6,0,M,0.3847,1000000,Kamino Cloning Trust,TRD-027,2020-08-18,False,2020-08-18,2027-07-19,
RFQ-022357,Sith Eternal Snowball,NABO|CORL|POBK,worst_of,1.0,0.5864,3,mensual,0.2659,100000,Chandrila Sovereign Fund,TRD-033,2020-09-09,True,2020-09-11,2028-10-16,49.05
RFQ-022358,Holocron Reverse Convertible,MNDO,single,1.2742,0.7035,0,3M,0.4129,100000,Corellian Capital,TRD-003,2022-08-09,False,2022-08-09,2030-01-13,
RFQ-022359,Holocron Reverse Convertible,HTTX,single,1.2113,0.7733,0,6M,0.4851,100000,First Order Financial,TRD-028,2022-05-05,True,2022-05-06,2031-02-28,14.56
RFQ-022360,Death Star Phoenix Note,REBL|KYBR,worst_of,1.0079,0.6149,1,6M,0.2229,5000000,First Order Financial,TRD-039,2016-10-28,True,2016-11-02,2019-09-17,19.73
RFQ-022361,Wretched Hive Digital,SITH|POBK,worst_of,1.3258,0.6,0,1Y,0.2909,500000,Chandrila Sovereign Fund,TRD-007,2020-01-14,True,2020-01-15,2023-11-01,48.48
RFQ-022362,Death Star Phoenix Note,CLNE|TECH,worst_of,1.0288,0.6355,1,6M,0.251,1000000,Kamino Cloning Trust,TRD-028,2022-01-07,True,2022-01-10,2028-10-16,47.79
RFQ-022363,Death Star Phoenix Note,HTTX|MNDO,worst_of,1.0049,0.6401,1,3M,0.4119,1000000,Corellian Capital,TRD-010,2017-07-21,True,2017-07-26,2025-06-22,75.35
RFQ-022364,Wretched Hive Digital,DRC|WOOK,worst_of,1.3863,0.6,0,1M,0.2702,250000,First Order Financial,TRD-015,2018-01-30,True,2018-02-03,2025-07-25,83.01
RFQ-022365,Kessel Run Snowball,TECH|DRC,worst_of,1.0,0.5937,6,6M,0.3025,500000,Alderaan Wealth Partners,TRD-030,2020-12-10,False,2020-12-10,2024-06-08,
RFQ-022366,Mandalorian Twin-Win,SITH,single,1.1592,0.8057,0,3M,0.2271,500000,Chandrila Sovereign Fund,TRD-025,2020-02-17,False,2020-02-17,2028-01-11,
RFQ-022367,Kessel Run Snowball,JEDI|SITH,worst_of,1.0,0.5034,4,3 months,0.231,100000,Jabba Asset Management,TRD-039,2017-07-07,False,2017-07-07,2020-11-05,
RFQ-022368,Holocron Reverse Convertible,HTTX,single,1.2681,0.743,0,M,0.5449,100000,Kamino Cloning Trust,TRD-006,2016-04-12,True,2016-04-17,2019-03-04,5.71
RFQ-022369,Holocron Reverse Convertible,JEDI,single,1.3166,0.8257,0,6M,0.136,100000,Jabba Asset Management,TRD-003,2020-09-04,False,2020-09-04,2030-08-24,
RFQ-022370,Death Star Phoenix Note,JEDI|BSKR,worst_of,1.0142,0.6497,2,3M,0.2501,500000,Alderaan Wealth Partners,TRD-018,2020-08-28,True,2020-09-02,2027-05-13,37.5
RFQ-022371,Kessel Run Snowball,HTTX|SITH,worst_of,1.0,0.5164,6,trimestral,0.4259,500000,Chandrila Sovereign Fund,TRD-030,2016-03-21,True,2016-03-23,2018-06-17,23.52
RFQ-022372,Wretched Hive Digital,BSKR|KYBR,worst_of,1.1553,0.6,0,Quarterly,0.2533,1000000,Banco de Coruscant,TRD-014,2019-03-28,True,2019-04-02,2022-07-03,35.99
RFQ-022373,Sith Eternal Snowball,NABO|TECH|MNDO,worst_of,1.0,0.5866,6,1M,0.2266,500000,Nal Hutta Traders,TRD-039,2020-11-30,False,2020-11-30,2026-01-19,
RFQ-022374,Holocron Reverse Convertible,DRC,single,1.3593,0.7986,0,3M,0.2637,500000,Corellian Capital,TRD-018,2019-11-12,True,2019-11-13,2029-07-25,39.73
RFQ-022375,Mandalorian Twin-Win,CLNE,single,1.3584,0.7543,0,3M,0.1343,1000000,Corellian Capital,TRD-024,2023-09-08,False,2023-09-08,2028-03-09,
RFQ-022376,Death Star Phoenix Note,NABO|TECH,worst_of,1.0444,0.6394,1,mensual,0.203,250000,Kamino Cloning Trust,TRD-019,2018-07-12,True,2018-07-12,2022-05-27,23.05
RFQ-022377,Sith Eternal Snowball,WOOK|NABO|HTTX,worst_of,1.0,0.6298,0,3M,0.2733,500000,Corellian Capital,TRD-022,2016-10-13,False,2016-10-13,2020-03-23,
RFQ-022378,Mandalorian Twin-Win,TECH,single,1.3117,0.7695,0,1M,0.3719,100000,Kamino Cloning Trust,TRD-038,2023-06-09,False,2023-06-09,2025-12-13,
RFQ-022379,Kessel Run Snowball,CORL|BSKR,worst_of,1.0,0.5312,3,6M,0.3414,100000,Jabba Asset Management,TRD-033,2023-07-27,False,2023-07-27,2027-02-12,
RFQ-022380,Holocron Reverse Convertible,WOOK,single,1.3493,0.7877,0,1M,0.2996,500000,Banco de Coruscant,TRD-004,2021-03-29,False,2021-03-29,2025-03-29,
RFQ-022381,Sith Eternal Snowball,DRC|CLNE|KYBR,worst_of,1.0,0.6326,6,6M,0.2715,250000,Chandrila Sovereign Fund,TRD-021,2019-05-31,True,2019-06-04,2023-04-03,34.42
RFQ-022382,Death Star Phoenix Note,REBL|NABO,worst_of,1.0316,0.6401,0,3M,0.1641,2000000,First Order Financial,TRD-006,2016-10-31,True,2016-11-03,2019-05-27,13.85
RFQ-022383,Kessel Run Snowball,CORL|CLNE,worst_of,1.0,0.5403,5,Q,0.2123,250000,Chandrila Sovereign Fund,TRD-039,2019-10-02,False,2019-10-02,2027-10-02,
RFQ-022384,Sith Eternal Snowball,DRC|HTTX|MNDO,worst_of,1.0,0.6465,6,3M,0.3672,100000,Alderaan Wealth Partners,TRD-036,2016-08-01,False,2016-08-01,2023-06-23,
RFQ-022385,Mandalorian Twin-Win,WOOK,single,1.3198,0.7924,0,3M,0.2799,250000,Kamino Cloning Trust,TRD-031,2021-05-26,False,2021-05-26,2029-01-18,
RFQ-022386,Wretched Hive Digital,JEDI|REBL,worst_of,1.2507,0.6,0,2M,0.1585,500000,Kamino Cloning Trust,TRD-017,2017-08-29,False,2017-08-29,2020-11-03,
RFQ-022387,Wretched Hive Digital,CLNE|BSKR,worst_of,1.3012,0.6,0,trimestral,0.2311,250000,First Order Financial,TRD-017,2022-06-22,True,2022-06-25,2026-01-27,43.07
RFQ-022388,Kessel Run Snowball,HTTX|NABO,worst_of,1.0,0.5562,4,6M,0.3328,500000,Banco de Coruscant,TRD-035,2023-12-25,False,2023-12-25,2032-01-17,
RFQ-022389,Mandalorian Twin-Win,SITH,single,1.15,0.8082,0,M,0.2438,1000000,Jabba Asset Management,TRD-039,2018-01-12,False,2018-01-12,2020-05-15,
RFQ-022390,Death Star Phoenix Note,NABO|WOOK,worst_of,1.0393,0.6257,0,3 months,0.1771,1000000,Alderaan Wealth Partners,TRD-037,2020-07-17,False,2020-07-17,2023-08-13,
RFQ-022391,Holocron Reverse Convertible,NABO,single,1.3522,0.7995,0,1M,0.0971,250000,Jabba Asset Management,TRD-031,2024-01-12,True,2024-01-12,2033-05-22,59.03
RFQ-022392,Kessel Run Snowball,WOOK|JEDI,worst_of,1.0,0.5533,6,Monthly,0.2073,250000,Corellian Capital,TRD-021,2021-06-14,True,2021-06-18,2023-10-21,17.51
RFQ-022393,Holocron Reverse Convertible,DRC,single,1.3528,0.7507,0,1M,0.2745,5000000,Alderaan Wealth Partners,TRD-014,2016-11-24,False,2016-11-24,2022-08-02,
RFQ-022394,Sith Eternal Snowball,REBL|MNDO|TECH,worst_of,1.0,0.5909,3,1M,0.2876,1000000,Jabba Asset Management,TRD-031,2023-03-23,True,2023-03-23,2028-05-06,27.99
RFQ-022395,Kessel Run Snowball,SITH|MNDO,worst_of,1.0,0.5147,6,1M,0.2774,250000,Chandrila Sovereign Fund,TRD-028,2016-09-29,False,2016-09-29,2023-06-26,
RFQ-022396,Wretched Hive Digital,BSKR|SITH,worst_of,1.3583,0.6,0,1M,0.3015,250000,Chandrila Sovereign Fund,TRD-002,2017-03-03,True,2017-03-07,2021-08-28,45.47
RFQ-022397,Holocron Reverse Convertible,WOOK,single,1.2647,0.8427,0,M,0.2973,1000000,Banco de Coruscant,TRD-025,2017-06-23,True,2017-06-26,2023-06-11,29.56
RFQ-022398,Kessel Run Snowball,MNDO|SITH,worst_of,1.0,0.5228,5,3M,0.3542,100000,Nal Hutta Traders,TRD-002,2024-05-29,True,2024-06-01,2030-05-17,40.93
RFQ-022399,Death Star Phoenix Note,CORL|BSKR,worst_of,1.0117,0.5749,3,3M,0.2468,250000,Alderaan Wealth Partners,TRD-016,2021-03-09,False,2021-03-09,2025-06-24,
RFQ-022400,Death Star Phoenix Note,POBK|CORL,worst_of,1.0061,0.6088,1,Q,0.378,100000,Alderaan Wealth Partners,TRD-029,2018-03-06,True,2018-03-08,2022-08-09,32.32
RFQ-022401,Mandalorian Twin-Win,DRC,single,1.3732,0.7967,0,1M,0.296,100000,Chandrila Sovereign Fund,TRD-020,2021-10-20,True,2021-10-25,2031-10-07,35.78
RFQ-022402,Kessel Run Snowball,JEDI|BSKR,worst_of,1.0,0.5243,5,1M,0.2507,100000,Banco de Coruscant,TRD-033,2024-05-02,True,2024-05-04,2026-06-28,17.38
RFQ-022403,Death Star Phoenix Note,WOOK|KYBR,worst_of,1.0005,0.6186,2,1M,0.232,250000,Corellian Capital,TRD-034,2021-04-20,True,2021-04-25,2025-02-01,19.07
RFQ-022404,Holocron Reverse Convertible,KYBR,single,1.3884,0.7734,0,1M,0.2318,500000,First Order Financial,TRD-017,2022-10-06,True,2022-10-11,2029-08-11,41.56
RFQ-022405,Sith Eternal Snowball,WOOK|HTTX|MNDO,worst_of,1.0,0.6378,2,1Y,0.3651,500000,Corellian Capital,TRD-013,2024-06-10,False,2024-06-10,2032-04-11,
RFQ-022406,Kessel Run Snowball,JEDI|NABO,worst_of,1.0,0.5313,5,1M,0.1443,20000000,Jabba Asset Management,TRD-035,2017-06-15,False,2017-06-15,2025-12-02,
RFQ-022407,Wretched Hive Digital,CORL|TECH,worst_of,1.3227,0.6,0,3M,0.3471,100000,First Order Financial,TRD-025,2023-01-11,True,2023-01-14,2028-09-30,58.49
RFQ-022408,Holocron Reverse Convertible,SITH,single,1.2253,0.7825,0,Annual,0.2376,5000000,First Order Financial,TRD-035,2018-09-27,False,2018-09-27,2023-06-26,
RFQ-022409,Mandalorian Twin-Win,DRC,single,1.2951,0.7622,0,3M,0.3656,500000,Alderaan Wealth Partners,TRD-036,2020-05-28,False,2020-05-28,2028-12-28,
RFQ-022410,Mandalorian Twin-Win,CORL,single,1.2834,0.759,0,3M,0.328,1000000,Alderaan Wealth Partners,TRD-009,2016-10-19,True,2016-10-21,2025-09-07,43.23
RFQ-022411,Holocron Reverse Convertible,CLNE,single,1.3257,0.7836,0,1M,0.1658,500000,Kamino Cloning Trust,TRD-009,2017-07-26,False,2017-07-26,2026-05-31,
RFQ-022412,Kessel Run Snowball,WOOK|CLNE,worst_of,1.0,0.5846,5,3M,0.217,250000,Jabba Asset Management,TRD-007,2023-04-12,True,2023-04-14,2027-10-13,30.84
RFQ-022413,Mandalorian Twin-Win,CORL,single,1.2853,0.8245,0,6M,0.3277,2000000,Banco de Coruscant,TRD-005,2016-08-24,True,2016-08-26,2025-02-06,44.91
RFQ-022414,Death Star Phoenix Note,REBL|BSKR,worst_of,0.95,0.5663,3,3M,0.2685,250000,Alderaan Wealth Partners,TRD-008,2023-02-22,False,2023-02-22,2030-02-10,
RFQ-022415,Death Star Phoenix Note,BSKR|KYBR,worst_of,0.9982,0.6945,1,1M,0.3104,100000,Banco de Coruscant,TRD-002,2016-12-06,False,2016-12-06,2019-10-26,
RFQ-022416,Holocron Reverse Convertible,REBL,single,1.3114,0.7796,0,1M,0.1659,20000000,Chandrila Sovereign Fund,TRD-010,2020-04-03,False,2020-04-03,2029-04-01,
RFQ-022417,Wretched Hive Digital,NABO|SITH,worst_of,1.3284,0.6,0,3M,0.2038,2000000,Chandrila Sovereign Fund,TRD-007,2019-07-02,False,2019-07-02,2024-08-31,
RFQ-022418,Holocron Reverse Convertible,CORL,single,1.3681,0.8058,0,3M,0.2633,250000,Banco de Coruscant,TRD-012,2022-11-10,False,2022-11-10,2029-02-01,
RFQ-022419,Wretched Hive Digital,NABO|HTTX,worst_of,1.2599,0.6,0,2M,0.3472,500000,Banco de Coruscant,TRD-029,2019-10-29,True,2019-10-29,2026-08-07,85.1
RFQ-022420,Holocron Reverse Convertible,KYBR,single,1.3866,0.7071,0,3M,0.2303,250000,Jabba Asset Management,TRD-039,2021-11-25,False,2021-11-25,2028-12-10,
RFQ-022421,Death Star Phoenix Note,HTTX|POBK,worst_of,1.0161,0.6756,1,Q,0.4019,1000000,Banco de Coruscant,TRD-034,2023-03-22,False,2023-03-22,2030-11-18,
RFQ-022422,Holocron Reverse Convertible,HTTX,single,1.3792,0.8052,0,Quarterly,0.5014,2000000,First Order Financial,TRD-015,2024-06-19,True,2024-06-21,2029-12-18,7.23
RFQ-022423,Death Star Phoenix Note,POBK|HTTX,worst_of,0.9952,0.556,3,6M,0.5124,1000000,Banco de Coruscant,TRD-021,2023-01-31,True,2023-01-31,2031-01-06,81.34
RFQ-022424,Wretched Hive Digital,POBK|NABO,worst_of,1.3612,0.6,0,1M,0.2635,100000,Jabba Asset Management,TRD-013,2016-01-11,True,2016-01-13,2019-01-15,37.22
RFQ-022425,Kessel Run Snowball,REBL|SITH,worst_of,1.0,0.5867,6,2M,0.2445,1000000,Jabba Asset Management,TRD-035,2019-03-04,True,2019-03-04,2027-02-14,32.57
RFQ-022426,Holocron Reverse Convertible,CORL,single,1.2549,0.729,0,1M,0.3097,100000,Jabba Asset Management,TRD-006,2020-01-23,True,2020-01-28,2024-08-28,11.63
RFQ-022427,Holocron Reverse Convertible,POBK,single,1.3781,0.7723,0,3M,0.3933,1000000,Corellian Capital,TRD-011,2017-08-14,True,2017-08-16,2023-06-03,11.55
RFQ-022428,Sith Eternal Snowball,CORL|SITH|BSKR,worst_of,1.0,0.5766,6,1M,0.3318,250000,Corellian Capital,TRD-017,2016-01-07,True,2016-01-09,2025-05-20,65.64
RFQ-022429,Kessel Run Snowball,JEDI|BSKR,worst_of,1.0,0.5309,4,2M,0.2315,100000,Corellian Capital,TRD-002,2018-11-02,False,2018-11-02,2026-07-24,
RFQ-022430,Death Star Phoenix Note,NABO|TECH,worst_of,0.9606,0.6177,0,1Y,0.2446,500000,Jabba Asset Management,TRD-016,2019-02-07,False,2019-02-07,2022-12-27,
RFQ-022431,Death Star Phoenix Note,WOOK|CORL,worst_of,0.972,0.556,0,1 month,0.2623,1000000,Nal Hutta Traders,TRD-035,2018-02-28,False,2018-02-28,2021-09-25,
RFQ-022432,Sith Eternal Snowball,SITH|NABO|WOOK,worst_of,1.0,0.6452,4,1M,0.1893,100000,Jabba Asset Management,TRD-032,2020-01-17,False,2020-01-17,2022-08-25,
RFQ-022433,Mandalorian Twin-Win,NABO,single,1.3548,0.7817,0,1M,0.1104,100000,Jabba Asset Management,TRD-027,2018-03-16,True,2018-03-20,2026-09-30,64.82
RFQ-022434,Death Star Phoenix Note,REBL|TECH,worst_of,0.9746,0.6428,3,6M,0.2479,500000,Kamino Cloning Trust,TRD-030,2021-07-07,True,2021-07-11,2023-12-06,15.06
RFQ-022435,Holocron Reverse Convertible,NABO,single,1.2983,0.7127,0,3 months,0.1298,1000000,Jabba Asset Management,TRD-029,2019-11-25,True,2019-11-27,2022-05-20,24.92
RFQ-022436,Death Star Phoenix Note,SITH|MNDO,worst_of,1.0108,0.6001,3,3M,0.2599,100000,Kamino Cloning Trust,TRD-001,2022-02-14,False,2022-02-14,2026-12-04,
RFQ-022437,Holocron Reverse Convertible,CLNE,single,1.1936,0.7932,0,6M,0.173,500000,Kamino Cloning Trust,TRD-026,2016-10-25,True,2016-10-25,2023-09-11,52.29
RFQ-022438,Mandalorian Twin-Win,SITH,single,1.1514,0.8472,0,6M,0.2906,2000000,Chandrila Sovereign Fund,TRD-031,2021-01-25,True,2021-01-25,2030-08-15,36.39
RFQ-022439,Wretched Hive Digital,NABO|POBK,worst_of,1.2583,0.6,0,2M,0.2813,250000,First Order Financial,TRD-021,2019-08-28,False,2019-08-28,2024-11-05,
RFQ-022440,Sith Eternal Snowball,BSKR|HTTX|JEDI,worst_of,1.0,0.6079,0,Quarterly,0.3296,250000,Chandrila Sovereign Fund,TRD-006,2016-06-16,False,2016-06-16,2021-03-11,
RFQ-022441,Death Star Phoenix Note,JEDI|TECH,worst_of,0.9854,0.6597,0,6M,0.1976,250000,Chandrila Sovereign Fund,TRD-033,2021-12-23,False,2021-12-23,2027-06-04,
RFQ-022442,Sith Eternal Snowball,MNDO|DRC|SITH,worst_of,1.0,0.5848,1,1M,0.3595,250000,Corellian Capital,TRD-015,2020-02-06,False,2020-02-06,2028-10-28,
RFQ-022443,Wretched Hive Digital,CORL|HTTX,worst_of,1.2256,0.6,0,3M,0.3995,500000,Banco de Coruscant,TRD-017,2016-05-13,False,2016-05-13,2024-01-23,
RFQ-022444,Holocron Reverse Convertible,WOOK,single,1.3553,0.7234,0,2M,0.3165,250000,Corellian Capital,TRD-022,2023-02-03,True,2023-02-04,2025-10-29,26.26
RFQ-022445,Kessel Run Snowball,POBK|NABO,worst_of,1.0,0.5513,4,1M,0.3027,1000000,Alderaan Wealth Partners,TRD-001,2024-06-07,True,2024-06-10,2028-05-13,22.6
RFQ-022446,Sith Eternal Snowball,KYBR|HTTX|CORL,worst_of,1.0,0.6005,4,trimestral,0.3357,1000000,Alderaan Wealth Partners,TRD-019,2020-09-29,False,2020-09-29,2026-06-26,
RFQ-022447,Kessel Run Snowball,WOOK|HTTX,worst_of,1.0,0.6036,5,1M,0.3736,250000,Jabba Asset Management,TRD-028,2022-12-13,False,2022-12-13,2027-09-16,
RFQ-022448,Death Star Phoenix Note,CLNE|POBK,worst_of,1.0291,0.6699,0,1M,0.288,1000000,Nal Hutta Traders,TRD-012,2024-02-07,False,2024-02-07,2031-12-02,
RFQ-022449,Holocron Reverse Convertible,CLNE,single,1.2477,0.7113,0,1Y,0.1744,250000,Corellian Capital,TRD-030,2023-07-18,True,2023-07-18,2026-07-25,32.89
RFQ-022450,Sith Eternal Snowball,CORL|WOOK|MNDO,worst_of,1.0,0.6468,6,1D,0.3491,100000,Jabba Asset Management,TRD-031,2021-07-08,True,2021-07-08,2028-10-17,45.52
RFQ-022451,Kessel Run Snowball,BSKR|CORL,worst_of,1.0,0.6302,4,1D,0.3054,2000000,First Order Financial,TRD-022,2016-06-28,True,2016-06-30,2022-07-16,28.9
RFQ-022452,Kessel Run Snowball,WOOK|KYBR,worst_of,1.0,0.6112,4,trimestral,0.2411,250000,Jabba Asset Management,TRD-012,2018-02-01,False,2018-02-01,2025-12-17,
RFQ-022453,Mandalorian Twin-Win,TECH,single,1.3638,0.7784,0,1Y,0.3266,100000,Corellian Capital,TRD-020,2017-06-08,True,2017-06-13,2020-02-23,30.81
RFQ-022454,Mandalorian Twin-Win,SITH,single,1.3268,0.8345,0,1M,0.289,100000,Chandrila Sovereign Fund,TRD-005,2016-07-14,True,2016-07-14,2021-07-26,32.07
RFQ-022455,Sith Eternal Snowball,HTTX|DRC|REBL,worst_of,1.0,0.6251,5,1Y,0.383,250000,Alderaan Wealth Partners,TRD-022,2017-03-03,True,2017-03-03,2024-04-29,77.35
RFQ-022456,Death Star Phoenix Note,MNDO|WOOK,worst_of,0.9747,0.6806,1,M,0.3608,100000,Alderaan Wealth Partners,TRD-022,2020-04-27,False,2020-04-27,2026-01-07,
RFQ-022457,Holocron Reverse Convertible,SITH,single,1.3137,0.722,0,Quarterly,0.2742,100000,Chandrila Sovereign Fund,TRD-030,2016-11-08,True,2016-11-08,2020-07-27,31.84
RFQ-022458,Sith Eternal Snowball,CORL|TECH|HTTX,worst_of,1.0,0.6354,2,trimestral,0.4069,100000,Banco de Coruscant,TRD-020,2019-04-26,True,2019-04-27,2026-03-05,82.27
RFQ-022459,Wretched Hive Digital,SITH|TECH,worst_of,1.2553,0.6,0,3 months,0.2999,250000,Jabba Asset Management,TRD-009,2022-03-17,False,2022-03-17,2025-09-22,
RFQ-022460,Holocron Reverse Convertible,CORL,single,1.2092,0.7809,0,3M,0.3027,2000000,First Order Financial,TRD-004,2018-01-25,False,2018-01-25,2020-11-16,
RFQ-022461,Holocron Reverse Convertible,HTTX,single,1.1963,0.7588,0,1M,0.5617,1000000,Jabba Asset Management,TRD-019,2023-08-08,False,2023-08-08,2028-04-09,
RFQ-022462,Death Star Phoenix Note,SITH|DRC,worst_of,1.0016,0.6796,1,Q,0.262,250000,Corellian Capital,TRD-014,2022-06-16,True,2022-06-16,2029-07-20,35.27
RFQ-022463,Sith Eternal Snowball,CORL|HTTX|SITH,worst_of,1.0,0.6397,4,6M,0.3594,100000,Alderaan Wealth Partners,TRD-022,2017-08-30,False,2017-08-30,2024-02-29,
RFQ-022464,Death Star Phoenix Note,CORL|MNDO,worst_of,1.0046,0.5639,2,6M,0.3545,500000,Jabba Asset Management,TRD-006,2020-03-26,True,2020-03-28,2025-11-01,44.03
RFQ-022465,Sith Eternal Snowball,MNDO|DRC|NABO,worst_of,1.0,0.5735,4,Q,0.2566,100000,Nal Hutta Traders,TRD-010,2020-05-04,False,2020-05-04,2023-11-03,
RFQ-022466,Sith Eternal Snowball,DRC|TECH|JEDI,worst_of,1.0,0.6059,4,6M,0.2251,100000,Corellian Capital,TRD-038,2017-08-15,True,2017-08-15,2022-06-21,43.19
RFQ-022467,Sith Eternal Snowball,CORL|BSKR|SITH,worst_of,1.0,0.606,1,3M,0.3127,100000,Nal Hutta Traders,TRD-033,2019-06-20,True,2019-06-24,2024-12-19,41.5
RFQ-022468,Kessel Run Snowball,WOOK|NABO,worst_of,1.0,0.5158,3,Quarterly,0.2115,500000,First Order Financial,TRD-024,2016-05-18,False,2016-05-18,2022-08-19,
RFQ-022469,Kessel Run Snowball,BSKR|DRC,worst_of,1.0,0.5998,6,1M,0.3579,250000,Nal Hutta Traders,TRD-016,2023-03-30,True,2023-04-04,2030-03-16,37.69
RFQ-022470,Holocron Reverse Convertible,REBL,single,1.281,0.8078,0,3M,0.2063,500000,Kamino Cloning Trust,TRD-025,2023-07-04,True,2023-07-04,2028-06-14,10.95
RFQ-022471,Wretched Hive Digital,REBL|KYBR,worst_of,1.3126,0.6,0,1Y,0.2117,250000,Chandrila Sovereign Fund,TRD-008,2020-06-15,True,2020-06-19,2026-10-26,58.85
RFQ-022472,Sith Eternal Snowball,CLNE|CORL|WOOK,worst_of,1.0,0.5782,2,1M,0.2322,250000,Nal Hutta Traders,TRD-037,2019-05-14,True,2019-05-18,2026-06-06,44.86
